rgn_id,year,value
1,2013,0.16507141529582442
2,2013,0.05842413753271103
3,2013,0.0695314500015229
4,2013,0.045403905166313055
5,2013,0.13402952109463515
6,2013,0.11129736993461847
7,2013,0.06837123702280223
8,2013,0.11409442471340299
